X,Y
77.138889,15.242483
77.157407,15.242476
77.175926,15.242467
77.194444,15.242457
77.212963,15.242445
77.231481,15.242432
77.25,15.242419
77.464153,15.527174
77.482775,15.527174
77.5,15.527174
77.259311,15.54529
77.277933,15.54529
77.296555,15.54529
77.315177,15.54529
77.333799,15.54529
77.352421,15.54529
77.371043,15.54529
77.389665,15.54529
77.408287,15.54529
77.426909,15.54529
77.445531,15.54529
77.464153,15.54529
77.482775,15.54529
77.5,15.54529
77.259311,15.563406
77.277933,15.563406
77.296555,15.563406
77.315177,15.563406
77.333799,15.563406
77.352421,15.563406
77.371043,15.563406
77.389665,15.563406
77.408287,15.563406
77.426909,15.563406
77.445531,15.563406
77.464153,15.563406
77.482775,15.563406
77.5,15.563406
77.259311,15.581522
77.277933,15.581522
77.296555,15.581522
77.315177,15.581522
77.333799,15.581522
77.352421,15.581522
77.371043,15.581522
77.389665,15.581522
77.408287,15.581522
77.426909,15.581522
77.445531,15.581522
77.464153,15.581522
77.482775,15.581522
77.5,15.581522
77.259311,15.599638
77.277933,15.599638
77.296555,15.599638
77.315177,15.599638
77.333799,15.599638
77.259311,15.509058
77.277933,15.509058
77.296555,15.509058
77.315177,15.509058
77.333799,15.509058
77.352421,15.509058
77.371043,15.509058
77.389665,15.509058
77.408287,15.509058
77.426909,15.509058
77.445531,15.509058
77.464153,15.509058
77.482775,15.509058
77.5,15.509058
77.259311,15.527174
77.277933,15.527174
77.296555,15.527174
77.315177,15.527174
77.333799,15.527174
77.352421,15.527174
77.371043,15.527174
77.389665,15.527174
77.408287,15.527174
77.426909,15.527174
77.445531,15.527174
77.5,15.744565
77.259311,15.258889
77.277933,15.258889
77.296555,15.258889
77.315177,15.258889
77.333799,15.258889
77.352421,15.258889
77.371043,15.258889
77.389665,15.258889
77.408287,15.258889
77.426909,15.258889
77.445531,15.258889
77.464153,15.258889
77.482775,15.258889
77.5,15.258889
77.259311,15.274167
77.277933,15.276944
77.296555,15.276944
77.315177,15.276944
77.333799,15.276944
77.352421,15.276944
77.371043,15.276944
77.389665,15.276944
77.408287,15.276944
77.426909,15.276944
77.445531,15.276944
77.464153,15.276944
77.482775,15.276944
77.5,15.276944
77.259311,15.295
77.277933,15.295
77.296555,15.295
77.315177,15.295
77.333799,15.295
77.352421,15.295
77.371043,15.295
77.389665,15.295
77.408287,15.295
77.426909,15.295
77.445531,15.295
77.464153,15.295
77.482775,15.295
77.5,15.295
77.259311,15.313056
77.277933,15.313056
77.296555,15.313056
77.315177,15.313056
77.333799,15.313056
77.352421,15.599638
77.371043,15.599638
77.389665,15.599638
77.408287,15.599638
77.426909,15.599638
77.445531,15.599638
77.464153,15.599638
77.482775,15.599638
77.5,15.599638
77.259311,15.617754
77.277933,15.617754
77.296555,15.617754
77.315177,15.617754
77.333799,15.617754
77.352421,15.617754
77.371043,15.617754
77.389665,15.617754
77.408287,15.617754
77.426909,15.617754
77.445531,15.617754
77.464153,15.617754
77.482775,15.617754
77.5,15.617754
77.259311,15.63587
77.277933,15.63587
77.296555,15.63587
77.315177,15.63587
77.333799,15.63587
77.352421,15.63587
77.371043,15.63587
77.389665,15.63587
77.408287,15.63587
77.426909,15.63587
77.445531,15.63587
77.464153,15.63587
77.482775,15.63587
77.5,15.63587
77.259311,15.653985
77.277933,15.653985
77.296555,15.653985
77.315177,15.653985
77.333799,15.653985
77.352421,15.653985
77.371043,15.653985
77.389665,15.653985
77.408287,15.653985
77.426909,15.653985
77.445531,15.653985
77.464153,15.653985
77.482775,15.653985
77.5,15.653985
77.259311,15.672101
77.277933,15.672101
77.296555,15.672101
77.315177,15.672101
77.333799,15.672101
77.352421,15.672101
77.371043,15.672101
77.389665,15.672101
77.408287,15.672101
77.426909,15.672101
77.445531,15.672101
77.464153,15.672101
77.482775,15.672101
77.5,15.672101
77.259311,15.690217
77.277933,15.690217
77.296555,15.690217
77.315177,15.690217
77.333799,15.690217
77.352421,15.690217
77.371043,15.690217
77.389665,15.690217
77.408287,15.690217
77.426909,15.690217
77.445531,15.690217
77.464153,15.690217
77.482775,15.690217
77.5,15.690217
77.259311,15.708333
77.277933,15.708333
77.296555,15.708333
77.315177,15.708333
77.333799,15.708333
77.352421,15.708333
77.371043,15.708333
77.389665,15.708333
77.408287,15.708333
77.426909,15.708333
77.445531,15.708333
77.371043,15.385
77.389665,15.385
77.408287,15.385
77.426909,15.385
77.445531,15.385
77.464153,15.708333
77.482775,15.708333
77.5,15.708333
77.259311,15.726449
77.277933,15.726449
77.296555,15.726449
77.315177,15.726449
77.333799,15.726449
77.352421,15.726449
77.371043,15.726449
77.389665,15.726449
77.408287,15.726449
77.426909,15.726449
77.445531,15.726449
77.464153,15.726449
77.482775,15.726449
77.5,15.726449
77.259311,15.744565
77.277933,15.744565
77.296555,15.744565
77.315177,15.744565
